id,name,spawn_command,faction,faction_id,race_name,chassis_name,weapon1_name,weapon2_name,backpack_name,loot_table_name,loot_table2_name,title_name,ai_spawn_delay_ms,armor_warpaint_palette_id,backpack_id,behavior,behavior_defensive,behavior_defensive_instance_id,behavior_instance_id,behavior_offensive,behavior_offensive_instance_id,behavior_short,body_height,body_mass,body_radius,bodysuit_warpaint_palette_id,charinfo_id,chassis_id,crafting_type_id,damage_response_id,difficulty_cost,extra_color_1,extra_color_2,extra_color_3,extra_color_4,eye_color,eyes_id,facial_hair_color,fast_speed,fullbody_warpaint_palette_id,gender,glow_warpaint_palette_id,gravity,hair_color,head_acc1_id,head_acc2_id,head_id,health_regen,is_componented,lip_color,localized_name_id,loot,loot_table2_id,loot_table_id,max_rand_scale,min_rand_scale,network_fidelity,normal_speed,ornaments_map_group_id_1,ornaments_map_group_id_2,ornaments_map_group_id_3,ornaments_map_group_id_4,posetype_id,projectile_offset,race,respawn_flags,scaling_table_id,skin_color,terminal_type_name,title,vendor_id,visual_options_id,visuals_group_id,voice_set,warpaint_pattern_data,warpaint_tattoo_data,weapon1_id,weapon2_id,weapons,xp_resource_id,xpreward_type
2917,,\spawn monster 2917,accord,1,Human,CORAL - NPC Recon Battleframe,,NPC Accord Famas Rifle,Accord Recon Reactor,,,,2000,76796,31345,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,76854,5,10004,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",2394750976,10001,1921384448,-1,0,F,76929,1,2314338304,10111,0,10142,0,1,4294901760,857488,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,1,0,3024945152,VENDOR,0,0,0,0,1018,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,76108,- / 76108,0,0
2918,,\spawn monster 2918,accord,1,Human,Experemental Nighthawk,,NPC Accord Famas Rifle,Nighthawk Reactor,,,,2000,0,76021,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,0,5,136305,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",2394750976,10001,1921384448,-1,82673,F,0,1,2314338304,10111,0,10142,0,1,4294901760,857489,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,1,0,3024945152,VENDOR,0,0,0,0,1018,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,76108,- / 76108,0,0
2919,,\spawn monster 2919,accord,1,Human,Experemental Raptor,,NPC Accord Famas Rifle,Raptor Reactor,,,,2000,0,78040,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,0,5,136303,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",2394750976,10001,1921384448,-1,82672,F,0,1,2314338304,10111,0,10142,0,1,4294901760,857490,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,1,0,3024945152,VENDOR,0,0,0,0,1018,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,76108,- / 76108,0,0
2920,,\spawn monster 2920,accord,1,Human,Experemental Raptor,,NPC Accord Famas Rifle,Raptor Reactor,,,,2000,0,78040,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,0,5,136303,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",0,10001,1921384448,-1,82672,F,0,1,2314338304,0,0,10142,0,1,991111525,857491,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,1,0,991111525,VENDOR,0,0,0,0,1018,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,76108,- / 76108,0,0
2921,,\spawn monster 2921,accord,1,Human,Experemental Nighthawk,,NPC Accord Famas Rifle,Nighthawk Reactor,,,,2000,0,76021,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,0,5,136305,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",0,10001,1921384448,-1,82673,F,0,1,0,0,0,10142,0,1,991111525,857495,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,1,0,991111525,VENDOR,0,0,0,0,1018,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,76108,- / 76108,0,0
2922,,\spawn monster 2922,accord,1,Human,,,NPC Accord Famas Rifle,,,,,2000,76797,31506,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,76861,5,139669,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1107820544,10001,1921384448,-1,0,M,76717,1,4292855320,10092,0,10032,0,1,3312779264,857496,,0,0,-1,-1,1,-1,10057,0,0,0,0,"(0, 0, 0)",0,1,0,4011524096,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",131845,76108,131845 / 76108,0,0
2923,,\spawn monster 2923,accord,1,Human,Experemental Bastion,,NPC Accord Famas Rifle,Bastion Reactor,,,,2000,0,76020,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,0,5,136323,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1107820544,10001,1921384448,-1,82668,M,0,1,4294960956,10092,0,10032,0,1,3312779264,857498,,0,0,-1,-1,1,-1,10057,0,0,0,0,"(0, 0, 0)",0,1,0,4011524096,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",131847,76108,131847 / 76108,0,0
2924,,\spawn monster 2924,accord,1,Human,,,NPC Accord Famas Rifle,Electron Reactor,,,,2000,0,75875,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,0,5,136308,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1107820544,10001,1921384448,-1,82669,M,0,1,4294952504,10092,0,10032,0,1,3312779264,857499,,0,0,-1,-1,1,-1,10057,0,0,0,0,"(0, 0, 0)",0,1,0,4011524096,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",116420,76108,116420 / 76108,0,0
2925,,\spawn monster 2925,accord,1,Human,,,NPC Accord Famas Rifle,Electron Reactor,,,,2000,0,75875,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,0,5,136308,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",0,10001,1921384448,-1,82669,M,0,1,1534001152,0,0,10146,0,1,991111525,857500,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,1,0,991111525,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",116420,76108,116420 / 76108,0,0
2926,,\spawn monster 2926,accord,1,Human,Experemental Bastion,,NPC Accord Famas Rifle,Bastion Reactor,,,,2000,0,76020,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,0,5,136323,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",0,10001,1921384448,-1,82668,M,0,1,1534001152,0,0,10146,0,1,991111525,857501,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,1,0,991111525,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",131847,76108,131847 / 76108,0,0
2927,Warden Raul Moreno,\spawn monster 2927,Rebels,45,Outlaw,Warden Battleframe,NPC Shared HMG - Cryo,,Accord Dread Reactor,CORE NPC Kill Loot 3 (Medium) - Crystite/Powerups Subtable,Bandit Loot 4 (Complex),,0,0,31342,,,0,444,,0,,-1,-1,-1,0,5,139623,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",541130752,10001,3873046528,-1,125220,M,0,1,3873046528,10239,0,10165,5,1,4292804608,857953,3 / 5388,5388,3,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",10,3,0,3029139456,VENDOR,0,0,0,0,1281,"(0, 0, 0, 0)","(0, 0, 0, 0)",139879,0,139879 / -,0,0
2928,,\spawn monster 2928,Rebels,45,Outlaw,,NPC Accord Famas Rifle,,Accord Dread Reactor,CORE NPC Kill Loot 3 (Medium) - Crystite/Powerups Subtable,Bandit Loot 4 (Complex),,0,0,31342,,,0,416,,0,,-1,-1,-1,0,5,139624,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",541130752,10001,3873046528,-1,125220,F,0,1,3873046528,0,0,10158,5,1,4292804608,857958,3 / 5388,5388,3,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",10,3,0,3870818304,VENDOR,0,0,0,0,1281,"(0, 0, 0, 0)","(0, 0, 0, 0)",76108,0,76108 / -,0,0
2929,,\spawn monster 2929,accord,1,Human,Firecat,,,Firecat Reactor,CORE Human NPC Kill Loot 4 (Large),,,2000,0,78448,,,0,415,,0,,-1,-1,-1,0,5,76133,0,0,60,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",4294967295,10001,4294967295,-1,82664,M,76717,1,4294967295,0,0,10146,0,1,4294967295,859227,5312 / -,0,5312,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,991111525,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2930,Dr. Bathsheba,\spawn monster 2930,accord,1,Human,Missions - NPC Bathsheba Battleframe,,,,,,,2000,121510,0,,,0,0,,0,,-1,-1,-1,121511,5,121514,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1275789312,10001,1887567872,-1,0,F,121512,1,1520959488,10113,0,10144,0,1,4294901760,860356,,0,0,-1,-1,1,-1,10373,10417,0,0,0,"(0, 0, 0)",0,3,0,4008976481,VENDOR,0,0,0,0,1040,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2931,Double 11 Bot,\spawn monster 2931,friendly,4,Large wildlife,Double11Bot,,,,,,,2000,76798,0,,,0,512,,0,,-1,-1,-1,76878,94,139671,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",3879678346,10001,1378162785,-1,0,M,76927,1,2479489024,0,0,0,0,0,4294901760,860489,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",11,35,0,4294901760,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2932,Ed the Zombie,\spawn monster 2932,friendly,4,Large wildlife,Ed the Zombie Battleframe,,,,,,The Gravedigger,0,0,0,,,0,520,,0,,-1,-1,-1,0,94,139793,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",3758096384,10001,1887567872,-1,120682,M,0,1,2300837888,0,0,0,0,0,4294901760,865141,,0,0,-1,-1,1,-1,10364,0,0,0,0,"(0, 0, 0)",11,35,0,1960181760,VENDOR,399,0,0,0,1166,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2933,Prisoner,\spawn monster 2933,accord,1,Human,Operation - NPC Prisoner Battleframe,NPC Shared Human Assault Rifle,,,,,Vacationer,2000,77221,0,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,262,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,76813,5,140094,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1105592320,10001,2468741120,-1,0,M,76943,1,3705667584,0,0,10030,0,1,4294901760,866350,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,3173847137,VENDOR,107,0,10159,0,1017,"(0, 0, 0, 0)","(0, 0, 0, 0)",96847,0,96847 / -,0,0
2934,Prisoner,\spawn monster 2934,accord,1,Human,Operation - NPC Prisoner Battleframe,NPC Shared Human Assault Rifle,,,,,Vacationer,2000,77221,0,"Arch_MedRangedRifleman_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedRifleman_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,262,"Arch_MedRangedRifleman_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedRifleman_Base,-1,-1,-1,76813,5,140094,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1105592320,10001,2468741120,-1,0,F,76943,1,3705667584,0,0,10026,0,1,4294901760,866351,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,3173847137,VENDOR,107,0,10159,0,1017,"(0, 0, 0, 0)","(0, 0, 0, 0)",96847,0,96847 / -,0,0
2935,"Arsenal, Female",\spawn monster 2935,accord,1,Human,Arsenal Pet Battleframe,,,,,,,2000,0,0,Pet_Earthbreaker,,0,0,,0,Pet_Earthbreaker,-1,-1,-1,0,125,139838,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1105592320,10001,2468741120,-1,120695,F,0,1,3705667584,10125,0,10144,0,1,4294901760,867062,,0,0,-1,-1,1,-1,10021,0,0,0,0,"(0, 0, 0)",0,3,0,3173847137,VENDOR,0,0,10158,0,1050,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2936,"Arsenal, Male",\spawn monster 2936,accord,1,Human,Arsenal Pet Battleframe,,,,,,,2000,0,0,Pet_Earthbreaker,,0,0,,0,Pet_Earthbreaker,-1,-1,-1,0,125,139838,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1105592320,10001,2468741120,-1,120695,M,0,1,3705667584,10125,0,10144,0,1,4294901760,867063,,0,0,-1,-1,1,-1,10021,0,0,0,0,"(0, 0, 0)",0,3,0,3173847137,VENDOR,0,0,10157,0,1050,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2937,Accord Dropship,\spawn monster 2937,accord,1,Human,NPC Accord Dropship02,,,,,,,2000,76757,0,,,0,0,,0,,-1,-1,-1,76874,106,139812,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,0,0,2743609570,867171,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2938,,\spawn monster 2938,accord,1,Human,Radic Battleframe,NPC - Captain Fuller - Plasma Cannon,,Accord Assault Reactor 05,,,Accord Commander,2000,0,122898,,,0,363,,0,,-1,-1,-1,0,5,139722,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1960794827,10001,4290117632,-1,77221,M,0,1,4285234159,10239,0,10167,10,1,4294901760,867197,,0,0,-1,-1,1,-1,10386,0,0,0,0,"(0, 0, 0)",0,89,0,4156231745,VENDOR,86,0,0,0,1176,"(0, 0, 0, 0)","(0, 0, 0, 0)",122900,0,122900 / -,0,0
2939,Ratman,\spawn monster 2939,,0,Human,Operation - Ratman Frame,,,,,,,2000,77221,0,"PeacetimeCityWanderer(restFunction=""Work"")",,0,0,,0,PeacetimeCityWanderer,-1,-1,-1,76813,5,139988,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1105592320,10001,2215641088,-1,0,M,76943,1,952107008,10088,0,10148,0,1,4294901760,867199,,0,0,-1,-1,1,-1,10011,0,0,0,0,"(0, 0, 0)",0,3,0,4017950817,VENDOR,0,0,0,0,1050,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2940,Pet Ankylot,\spawn monster 2940,accord,1,Companion,Pet Ankylot Battleframe,NPC Melee Porcupine Melee Weapon,,,,,,2000,76757,0,,,0,224,,0,,-1,-1,-1,76874,114,139851,0,0,55,"(0.278562, 0.222713, 0.929412, 1)","(0.936023, 0.270588, 0.270178, 1)","(0.860756, 0.760784, 0.220461, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,5,0,2743609570,867288,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",7,3,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",96832,0,96832 / -,0,0
2942,Pet Harpy,\spawn monster 2942,gaea,7,Companion,Pet Harpy Battleframe,,,,,,,2000,76757,0,,,0,224,_inst(debugNoOwner=1),0,,-1,-1,-1,76874,113,139849,0,0,55,"(0.85098, 0.365813, 0.856992, 1)","(0.760784, 0.875809, 0.334682, 1)","(0.845702, 0.41394, 0.278431, 1)","(0.796078, 0.882353, 0.0431373, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,5,0,2743609570,867295,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",7,35,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2944,,\spawn monster 2944,gaea,7,Companion,White Wargrim Battleframe,White Wargrim Weapon,,,CORE Human NPC Kill Loot 5 (Giant),Wolf Creature Loot 5 (MiniBoss),,1000,76743,0,,,0,224,,0,,-1,-1,-1,76741,114,82583,0,0,150,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",0,10001,6241,-1,0,M,76891,1,0,0,0,0,5,0,0,867301,5313 / 6214,6214,5313,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",7,3,0,0,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",82585,0,82585 / -,0,0
2945,,\spawn monster 2945,gaea,7,Wildlife,,NPC Fireball Firecat Weapon,,,CORE Gaia Creature Kill Loot 3 (Medium),,,2000,76743,0,,,0,196,,0,,-1,-1,-1,76741,114,139829,0,0,40,"(0.121569, 0.0941176, 0.054902, 1)","(0.431373, 0.156863, 0.0470588, 1)","(0.0588235, 0.0823529, 0.113725, 1)","(1, 1, 1, 1)",0,10001,6241,-1,0,M,76891,1,0,0,0,0,5,0,0,867318,5704 / -,0,5704,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,3,0,0,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",96917,0,96917 / -,0,0
2946,Buzzard Ultratrooper,\spawn monster 2946,bandit,8,Outlaw,Shared Humanoid UltraTrooper Battleframe,NPC UltraTrooper Weapon - Thermal,,,CORE Human NPC Kill Loot 4 (Large),Bandit Loot 4 (Complex),,2000,0,0,,,0,408,,0,,-1,-1,-1,0,5,124704,0,28,100,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1678770176,10001,4240441344,-1,95153,M,0,1,3842179072,0,10107,10004,0,1,140574720,867374,5312 / 5388,5388,5312,-1,-1,1,-1,10477,10465,10450,10451,0,"(0, 0, 0)",10,3,0,4277534720,VENDOR,0,0,10175,10812,1283,"(0, 0, 0, 0)","(0, 0, 0, 0)",124703,0,124703 / -,0,0
2947,,\spawn monster 2947,accord,1,Human,,,,,,,,2000,76757,0,,,0,0,,0,,-1,-1,-1,76874,106,139831,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,0,0,2743609570,867509,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2948,,\spawn monster 2948,chosen,2,Chosen,,,,,,,,2000,76757,0,,,0,0,,0,,-1,-1,-1,76874,106,139831,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,0,0,2743609570,867514,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,3,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2949,Battleframe Thief,\spawn monster 2949,Rebels,45,Outlaw,Shared Humanoid AssaultRifleman Battleframe,NPC R36 Assault Rifle,,Accord Recon Reactor,CORE Human NPC Kill Loot 2 (Small),Bandit Loot 2 (Simple),,2000,0,31345,,,0,445,,0,,-1,-1,-1,0,5,125069,600,28,60,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1678770176,10001,3602448384,-1,95137,M,0,1,1235419136,0,0,10004,0,1,4292804608,868180,5310 / 5386,5386,5310,-1,-1,1,-1,10098,0,0,0,0,"(0, 0, 0)",10,3,0,3306160128,VENDOR,0,0,0,10004,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",139886,0,139886 / -,0,0
2950,Battleframe Thief,\spawn monster 2950,Rebels,45,Outlaw,Shared Humanoid AssaultRifleman Battleframe,NPC Biomass Launcher,,Accord Bio Reactor,CORE Human NPC Kill Loot 2 (Small),Bandit Loot 2 (Simple),,2000,0,31343,,,0,446,,0,,-1,-1,-1,0,5,125069,600,28,60,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1678770176,10001,3602448384,-1,95137,M,0,1,1235419136,0,0,10004,0,1,4292804608,868181,5310 / 5386,5386,5310,-1,-1,1,-1,10098,0,0,0,0,"(0, 0, 0)",10,3,10005,3306160128,VENDOR,0,0,0,10002,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",139888,0,139888 / -,0,0
2951,Battleframe Thief,\spawn monster 2951,Rebels,45,Outlaw,Shared Humanoid Chaingunner Battleframe,NPC Shared HMG,,Accord Dread Reactor,CORE Human NPC Kill Loot 2 (Small),Bandit Loot 2 (Simple),,2000,0,75873,,,0,447,,0,,-1,-1,-1,0,5,125034,600,28,60,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1678770176,10001,3602448384,-1,95137,M,0,1,1235419136,0,0,10004,0,1,4292804608,868183,5310 / 5386,5386,5310,-1,-1,1,-1,10098,0,0,0,0,"(0, 0, 0)",10,3,10005,3306160128,VENDOR,0,0,0,10059,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",106335,0,106335 / -,0,0
2952,Battleframe Thief,\spawn monster 2952,Rebels,45,Outlaw,Shared Humanoid Mortar Battleframe,NPC Shared Plasma Cannon New,,Accord Assault Reactor,CORE Human NPC Kill Loot 2 (Small),Bandit Loot 2 (Simple),,2000,0,31346,,,0,449,,0,,-1,-1,-1,0,5,125146,600,28,60,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1678770176,10001,3602448384,-1,95137,M,0,1,1235419136,0,0,10004,0,1,4292804608,868184,5310 / 5386,5386,5310,1.3,1.3,1,-1,10098,0,0,0,0,"(0, 0, 0)",10,3,10005,3306160128,VENDOR,0,0,0,10001,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",139891,0,139891 / -,0,0
2953,Battleframe Thief,\spawn monster 2953,Rebels,45,Outlaw,Shared Humanoid Rusher Battleframe,Shared NPC Engineer Tesla Rifle,,Accord Engi Reactor,CORE Human NPC Kill Loot 2 (Small),Bandit Loot 2 (Simple),,2000,0,31344,,,0,450,,0,,-1,-1,-1,0,5,125147,600,28,60,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1678770176,10001,3602448384,-1,95137,M,0,1,1235419136,0,0,10004,0,1,4292804608,868185,5310 / 5386,5386,5310,1.2,1.2,1,-1,10098,0,0,0,0,"(0, 0, 0)",10,3,10005,3306160128,VENDOR,0,0,0,10003,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",122543,0,122543 / -,0,0
